Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","116","Cambodia","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","2.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","2.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20142016","2014-2016","million No","0.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20142016","2014-2016","million No","0.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20142016","2014-2016","million No","0.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","0.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","0.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","0.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","0.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","0.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","0.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","0.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","0.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","0.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","0.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","0.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","0.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","0.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","0.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","0.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","1.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","1.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","0.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","0.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","0.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","0.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","1","A","Official figure","FAO data"
